name; nat_dex_id; type1; type2; egg_group1; egg_group2; height; weight; male_ratio; classification; capture_rate; egg_steps; exp_growth; ev; color; sz_flee_rate; ability; base_happiness; base_atk; base_def; base_spatk; base_spdef; base_speed; base_hp; damage_normal; damage_fire; damage_water; damage_grass; damage_electric; damage_ice; damage_fighting; damage_poison; damage_ground; damage_flying; damage_psychic; damage_bug; damage_rock; damage_ghost; damage_dragon; damage_dark; damage_steel; dex_entry_diamond; dex_entry_pearl; dex_entry_platinum; dex_entry_HG; dex_entry_SS; 
Chingling; 433; Psychic; None; None; None; 0.2; 0.6; 50.0; Bell Pokémon; 120; 6400; 800000; 1 Sp. Attack Point(s); Yellow; 120; Levitate; 70; 105 - 152; 200 - 294; 105 - 152; 200 - 294; 105 - 152; 45; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 0.5; 1.0; 1.0; 1.0; 0.5; 2.0; 1.0; 2.0; 1.0; 2.0; 1.0; It emits cries by agitating an orb at the back of its throat. It moves with flouncing hops.; Each time it hops, it makes a ringing sound. It deafens foes by emitting high-frequency cries.; There is an orb inside its mouth. When it hops, the orb bounces all over and makes a ringing sound.; It emits high-frequency cries that people cant hear. Once it starts, it can cry for an awfully long time.; It emits high-frequency cries that people cant hear. Once it starts, it can cry for an awfully long time.; 
Stunky; 434; Poison; Dark; Ground; Ground; 0.4; 19.2; 50.0; Skunk Pokémon; 225; 5120; 1000000; 1 Speed Point(s); Purple; 0; Stench; 70; 123 - 170; 236 - 330; 123 - 170; 236 - 330; 123 - 170; 63; 1.0; 1.0; 1.0; 0.5; 1.0; 1.0; 1.0; 0.5; 2.0; 1.0; 0.0; 1.0; 1.0; 0.5; 1.0; 0.5; 1.0; It protects itself by spraying a noxious fluid from its rear. The stench lingers for 24 hours.; It sprays a nose-curling, stinky fluid from its rear to repel attackers.; It sprays a foul fluid from its rear. Its stench spreads over a mile radius, driving Pokmon away.; The foul fluid from its rear is so revolting that it can make people feel queasy up to a mile and a quarter away.; The foul fluid from its rear is so revolting that it can make people feel queasy up to a mile and a quarter away.; 
Skuntank; 435; Poison; Dark; Ground; Ground; 1.0; 38.0; 50.0; Skunk Pokémon; 60; 5120; 1000000; 2 HP Point(s); Purple; 0; Stench; 70; 163 - 210; 316 - 410; 163 - 210; 316 - 410; 163 - 210; 103; 1.0; 1.0; 1.0; 0.5; 1.0; 1.0; 1.0; 0.5; 2.0; 1.0; 0.0; 1.0; 1.0; 0.5; 1.0; 0.5; 1.0; It sprays a vile-smelling fluid from the tip of its tail to attack. Its range is over 160 feet.; It sprays a stinky fluid from its tail. The fluid smells worse the longer it is allowed to fester.; It attacks by spraying a horribly smelly fluid from the tip of its tail. Attacks from above confound it.; It attacks by spraying a repugnant fluid from its tail, but the stench dulls after a few squirts.; It attacks by spraying a repugnant fluid from its tail, but the stench dulls after a few squirts.; 
Bronzor; 436; Steel; Psychic; Mineral; Mineral; 0.5; 60.5; None; Bronze Pokémon; 255; 5120; 1000000; 1 Defense Point(s); Green; 90; Levitate; 70; 117 - 164; 224 - 318; 117 - 164; 224 - 318; 117 - 164; 57; 0.5; 2.0; 1.0; 0.5; 1.0; 0.5; 1.0; 0.0; 2.0; 0.5; 0.25; 1.0; 0.5; 1.0; 0.5; 1.0; 0.5; Implements shaped like it were discovered in ancient tombs. It is unknown if they are related.; X-ray photos were taken to check its body structure. Nothing appeared, however.; There are researchers who believe this Pokmon reflected like a mirror in the distant past.; Ancient people believed that the pattern on BRONZORs back contained a mysterious power.; Ancient people believed that the pattern on BRONZORs back contained a mysterious power.; 
Bronzong; 437; Steel; Psychic; Mineral; Mineral; 1.3; 187.0; None; Bronze Bell Pokémon; 90; 5120; 1000000; 1 Defense Point(s) 1 Sp. Defense Point(s); Green; 60; Levitate; 70; 127 - 174; 244 - 338; 127 - 174; 244 - 338; 127 - 174; 67; 0.5; 2.0; 1.0; 0.5; 1.0; 0.5; 1.0; 0.0; 2.0; 0.5; 0.25; 1.0; 0.5; 1.0; 0.5; 1.0; 0.5; One caused a news sensation when it was dug up at a construction site after a 2,000-year sleep.; It can summon rain clouds. People long ago revered it as the bringer of plentiful harvests.; It brought rains by opening portals to another world. It was revered as a bringer of plentiful harvests.; Ancient people believed that petitioning BRONZONG for rain was the way to make crops grow.; Ancient people believed that petitioning BRONZONG for rain was the way to make crops grow.; 
Bonsly; 438; Rock; None; None; None; 0.5; 15.0; 50.0; Bonsai Pokémon; 255; 5120; 1000000; 1 Defense Point(s); Brown; 0; Sturdy; 70; 110 - 157; 210 - 304; 110 - 157; 210 - 304; 110 - 157; 50; 0.5; 0.5; 2.0; 2.0; 1.0; 1.0; 2.0; 0.5; 2.0; 0.5; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 2.0; It looks as if it is always crying. It is actually adjusting its bodys fluid levels by eliminating excess.; It prefers arid environments. It leaks water from its eyes to adjust its bodys fluid levels.; It prefers an arid atmosphere. It leaks water that looks like tears when adjusting its moisture level.; In order to adjust the level of fluids in its body, it exudes water from its eyes. This makes it appear to be crying.; In order to adjust the level of fluids in its body, it exudes water from its eyes. This makes it appear to be crying.; 
Mime Jr.; 439; Psychic; Fairy; None; None; 0.6; 13.0; 50.0; Mime Pokémon; 145; 6400; 1000000; 1 Sp. Defense Point(s); Pink; 0; Soundproof; 70; 80 - 127; 150 - 244; 80 - 127; 150 - 244; 80 - 127; 20; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 0.5; 1.0; 1.0; 1.0; 0.5; 2.0; 1.0; 2.0; 1.0; 2.0; 1.0; It habitually mimics foes. Once mimicked, the foe cannot take its eyes off this Pokmon.; It likes places where people gather. It mimics foes to confuse them, then makes its getaway.; It mimics the expressions and motions of those it sees to understand the feelings of others.; In an attempt to confuse its enemy, it mimics the enemys movements. Then it wastes no time in making itself scarce!; In an attempt to confuse its enemy, it mimics the enemys movements. Then it wastes no time in making itself scarce!; 
Happiny; 440; Normal; None; None; None; 0.6; 24.4; 0.0; Playhouse Pokémon; 130; 10240; 800000; 1 HP Point(s); Pink; 0; Natural Cure; 140; 160 - 207; 310 - 404; 160 - 207; 310 - 404; 160 - 207; 100; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 2.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 0.0; 1.0; 1.0; 1.0; It loves round white things. It carries an egg-shaped rock in imitation of CHANSEY.; It carries a round, egg-shaped rock in its belly pouch and gives the rock to its friends.; It likes to carry around a small rock. It may wander around othersf feet and cause them to stumble.; It carefully carries a round, white rock that it thinks is an egg. Its bothered by how curly its hair looks.; It carefully carries a round, white rock that it thinks is an egg. Its bothered by how curly its hair looks.; 
Chatot; 441; Normal; Flying; Flying; Flying; 0.5; 1.9; 50.0; Music Note Pokémon; 30; 5120; 1059860; 1 Attack Point(s); Black; 0; Keen Eye; 35; 136 - 183; 262 - 356; 136 - 183; 262 - 356; 136 - 183; 76; 1.0; 1.0; 1.0; 0.5; 2.0; 2.0; 1.0; 1.0; 0.0; 1.0; 1.0; 0.5; 2.0; 0.0; 1.0; 1.0; 1.0; It can learn and speak human words. If they gather, they all learn the same saying.; It keeps rhythm by flicking its tail feathers like a metronome. It imitates human speech.; Its tongue is just like a humans. As a result, it can cleverly mimic human speech.; It mimics the cries of other Pokmon to trick them into thinking its one of them. This way they wont attack it.; It mimics the cries of other Pokmon to trick them into thinking its one of them. This way they wont attack it.; 
Spiritomb; 442; Ghost; Dark; Indeterminate; Indeterminate; 1.0; 108.0; 50.0; Forbidden Pokémon; 100; 7680; 1000000; 1 Defense Point(s) 1 Sp. Defense Point(s); Purple; 0; Pressure; 70; 110 - 157; 210 - 304; 110 - 157; 210 - 304; 110 - 157; 50; 0.0; 1.0; 1.0; 1.0; 1.0; 1.0; 0.0; 0.5; 1.0; 1.0; 0.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; A Pokmon that was formed by 108 spirits. It is bound to a fissure in an odd keystone.; It was bound to a fissure in an odd keystone as punishment for misdeeds 500 years ago.; Its constant mischief and misdeeds resulted in it being bound to an Odd Keystone by a mysterious spell.; It was formed by uniting 108 spirits. It has been bound to the Odd Keystone to keep it from doing any mischief.; It was formed by uniting 108 spirits. It has been bound to the Odd Keystone to keep it from doing any mischief.; 
Gible; 443; Dragon; Ground; Monster; Dragon; 0.7; 20.5; 50.0; Land Shark Pokémon; 45; 10240; 1250000; 1 Attack Point(s); Blue; 90; Sand Veil; 70; 118 - 165; 226 - 320; 118 - 165; 226 - 320; 118 - 165; 58; 1.0; 0.5; 1.0; 1.0; 0.0; 4.0; 1.0; 0.5; 1.0; 1.0; 1.0; 1.0; 0.5; 1.0; 2.0; 1.0; 1.0; It nests in small, horizontal holes in cave walls. It pounces to catch prey that stray too close.; It once lived in the tropics. To avoid the cold, it lives in caves warmed by geothermal heat.; It attacks using its huge mouth. While its attacks are powerful, it hurts itself out of clumsiness, too.; It nests in horizontal holes warmed by geothermal heat. Foes who get too close can expect to be pounced on and bitten.; It nests in horizontal holes warmed by geothermal heat. Foes who get too close can expect to be pounced on and bitten.; 
Gabite; 444; Dragon; Ground; Monster; Dragon; 1.4; 56.0; 50.0; Cave Pokémon; 45; 10240; 1250000; 2 Attack Point(s); Blue; 0; Sand Veil; 70; 128 - 175; 246 - 340; 128 - 175; 246 - 340; 128 - 175; 68; 1.0; 0.5; 1.0; 1.0; 0.0; 4.0; 1.0; 0.5; 1.0; 1.0; 1.0; 1.0; 0.5; 1.0; 2.0; 1.0; 1.0; There is a long-held belief that medicine made from its scales will heal even incurable illnesses.; It habitually digs up and hoards gems in its nest. Its loot is constantly targeted by thieves.; It loves sparkly things. It seeks treasures in caves and hoards the loot in its nest.; As it digs to expand its nest, it habitually digs up gems that it then hoards in its nest.; As it digs to expand its nest, it habitually digs up gems that it then hoards in its nest.; 
Garchomp; 445; Dragon; Ground; Monster; Dragon; 1.9; 95.0; 50.0; Mach Pokémon; 45; 10240; 1250000; 3 Attack Point(s); Blue; 0; Sand Veil; 70; 168 - 215; 326 - 420; 168 - 215; 326 - 420; 168 - 215; 108; 1.0; 0.5; 1.0; 1.0; 0.0; 4.0; 1.0; 0.5; 1.0; 1.0; 1.0; 1.0; 0.5; 1.0; 2.0; 1.0; 1.0; When it folds up its body and extends its wings, it looks like a jet plane. It flies at sonic speed.; It flies at speeds equal to a jet fighter plane. It never allows its prey to escape.; It is said that when one runs at high speed, its wings create blades of wind that can fell nearby trees.; Its body is covered in fine scales that reduce drag, enabling it to fly at high speeds.; Its body is covered in fine scales that reduce drag, enabling it to fly at high speeds.; 
Munchlax; 446; Normal; None; None; None; 0.6; 105.0; 87.5; Big Eater Pokémon; 50; 10240; 1250000; 1 HP Point(s); Black; 0; Pickup; 70; 195 - 242; 380 - 474; 195 - 242; 380 - 474; 195 - 242; 135; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 2.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 0.0; 1.0; 1.0; 1.0; It wolfs down its weight in food once a day, swallowing food whole with almost no chewing.; It hides food under its long body hair. However, it forgets it has hidden the food.; In its desperation to gulp down food, it forgets about the food it has hidden under its fur.; It conceals food under the long fur on its body. It carts around this food stash and swallows it without chewing.; It conceals food under the long fur on its body. It carts around this food stash and swallows it without chewing.; 
Riolu; 447; Fighting; None; None; None; 0.7; 20.2; 87.5; Emanation Pokémon; 75; 6400; 1059860; 1 Attack Point(s); Blue; 120; Steadfast; 70; 100 - 147; 190 - 284; 100 - 147; 190 - 284; 100 - 147; 40; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 2.0; 2.0; 0.5; 0.5; 1.0; 1.0; 0.5; 1.0; The aura that emanates from its body intensifies to alert others if it is afraid or sad.; Its body is lithe yet powerful. It can crest three mountains and cross two canyons in one night.; It has the peculiar power of being able to see emotions such as joy and rage in the form of waves.; They communicate with one another using their auras. They are able to run all through the night.; They communicate with one another using their auras. They are able to run all through the night.; 
Lucario; 448; Fighting; Steel; Ground; HumanShape; 1.3; 57.5; 87.5; Aura Pokémon; 45; 6400; 1059860; 1 Attack Point(s) 1 Sp. Attack Point(s); Blue; 0; Steadfast; 70; 130 - 177; 250 - 344; 130 - 177; 250 - 344; 130 - 177; 70; 0.5; 2.0; 1.0; 0.5; 1.0; 0.5; 2.0; 0.0; 2.0; 1.0; 1.0; 0.25; 0.25; 0.5; 0.5; 0.25; 0.5; It has the ability to sense the auras of all things. It understands human speech.; By catching the aura emanating from others, it can read their thoughts and movements.; A well-trained one can sense auras to identify and take in the feelings of creatures over half a mile away.; Its said that no foe can remain invisible to LUCARIO, since it can detect auras. Even foes it could not otherwise see.; Its said that no foe can remain invisible to LUCARIO, since it can detect auras. Even foes it could not otherwise see.; 
Hippopotas; 449; Ground; None; Ground; Ground; 0.8; 49.5; 50.0; Hippo Pokémon; 140; 7680; 1250000; 1 Defense Point(s); Brown; 60; Sand Stream; 70; 128 - 175; 246 - 340; 128 - 175; 246 - 340; 128 - 175; 68; 1.0; 1.0; 2.0; 2.0; 0.0; 2.0; 1.0; 0.5; 1.0; 1.0; 1.0; 1.0; 0.5; 1.0; 1.0; 1.0; 1.0; It lives in arid places. Instead of perspiration, it expels grainy sand from its body.; It enshrouds itself with sand to protect itself from germs. It does not enjoy getting wet.; It shuts its nostrils tight then travels through sand as if walking. They form colonies of around ten.; It shrouds itself in sand to ward off germs. It travels easily through the sands of the desert.; It shrouds itself in sand to ward off germs. It travels easily through the sands of the desert.; 
Hippowdon; 450; Ground; None; Ground; Ground; 2.0; 300.0; 50.0; Heavyweight Pokémon; 60; 7680; 1250000; 2 Defense Point(s); Brown; 0; Sand Stream; 70; 168 - 215; 326 - 420; 168 - 215; 326 - 420; 168 - 215; 108; 1.0; 1.0; 2.0; 2.0; 0.0; 2.0; 1.0; 0.5; 1.0; 1.0; 1.0; 1.0; 0.5; 1.0; 1.0; 1.0; 1.0; It blasts internally stored sand from ports on its body to create a towering twister for attack.; Its huge mouth is almost seven feet across. It has enough power to completely crush a car.; It is surprisingly quick to anger. It holds its mouth agape as a display of its streng; It brandishes its gaping mouth in a display of fearsome strength. It raises vast quantities of sand while attacking.; It brandishes its gaping mouth in a display of fearsome strength. It raises vast quantities of sand while attacking.; 
Skorupi; 451; Poison; Bug; Bug; Water 3; 0.8; 12.0; 50.0; Scorpion Pokémon; 120; 5120; 1250000; 1 Defense Point(s); Purple; 120; Battle Armor; 70; 100 - 147; 190 - 284; 100 - 147; 190 - 284; 100 - 147; 40; 1.0; 2.0; 1.0; 0.25; 1.0; 1.0; 0.25; 0.5; 1.0; 2.0; 2.0; 0.5; 2.0; 1.0; 1.0; 1.0; 1.0; It grips prey with its tail claws and injects poison. It tenaciously hangs on until the poison takes.; It lives in arid lands. It buries itself in sand and lies in wait for unsuspecting prey.; As soon as the tail claws close, its needle tips secrete poison. It can survive a year without food.; It burrows under the sand to lie in wait for prey. Its tail claws can inject its prey with a savage poison.; It burrows under the sand to lie in wait for prey. Its tail claws can inject its prey with a savage poison.; 
Drapion; 452; Poison; Dark; Bug; Water 3; 1.3; 61.5; 50.0; Ogre Scorp Pokémon; 45; 5120; 1250000; 2 Defense Point(s); Purple; 60; Battle Armor; 70; 130 - 177; 250 - 344; 130 - 177; 250 - 344; 130 - 177; 70; 1.0; 1.0; 1.0; 0.5; 1.0; 1.0; 1.0; 0.5; 2.0; 1.0; 0.0; 1.0; 1.0; 0.5; 1.0; 0.5; 1.0; It has the power in its clawed arms to make scrap of a car. The tips of its claws release poison.; Its body is encased in a sturdy shell. Its head rotates 180 degrees, eliminating blind spots.; Possessing a sturdy build, it takes pride in its strength, taking down foes without using toxins.; It attacks people and Pokmon that cross the desert. This has only furthered its bad reputation.; It attacks people and Pokmon that cross the desert. This has only furthered its bad reputation.; 
Croagunk; 453; Poison; Fighting; HumanShape; HumanShape; 0.7; 23.0; 50.0; Toxic Mouth Pokémon; 140; 2560; 1000000; 1 Attack Point(s); Blue; 150; Anticipation; 100; 108 - 155; 206 - 300; 108 - 155; 206 - 300; 108 - 155; 48; 1.0; 1.0; 1.0; 0.5; 1.0; 1.0; 0.5; 0.5; 2.0; 2.0; 4.0; 0.25; 0.5; 1.0; 1.0; 0.5; 1.0; Its cheeks hold poison sacs. It tries to catch foes off guard to jab them with toxic fingers.; Inflating its poison sacs, it makes an eerie blubbering sound for intimidation.; It rarely fights fairly, but that is strictly to ensure survival. It is popular as a mascot.; Fluid squeezed from its finger, albeit poisonous, is a significant ingredient in remedies for lower-back pain.; Fluid squeezed from its finger, albeit poisonous, is a significant ingredient in remedies for lower back pain.; 
Toxicroak; 454; Poison; Fighting; HumanShape; HumanShape; 1.3; 44.4; 50.0; Toxic Mouth Pokémon; 75; 5120; 1000000; 2 Attack Point(s); Blue; 120; Anticipation; 70; 143 - 190; 276 - 370; 143 - 190; 276 - 370; 143 - 190; 83; 1.0; 1.0; 1.0; 0.5; 1.0; 1.0; 0.5; 0.5; 2.0; 2.0; 4.0; 0.25; 0.5; 1.0; 1.0; 0.5; 1.0; Its knuckle claws secrete a toxin so vile that even a scratch could prove fatal.; The toxin made in its poison sacs is pumped to the knuckle claws through tubes down its arms.; It has a poison sac at its throat. When it croaks, the stored poison is churned for greater potency.; Swaying and dodging the attacks of its foes, it weaves its flexible body in close, then lunges out with its poisonous claws.; Swaying and dodging the attacks of its foes, it weaves its flexible body in close, then lunges out with its poisonous claws.; 
Carnivine; 455; Grass; None; Plant; Plant; 1.4; 27.0; 50.0; Bug Catcher Pokémon; 200; 6400; 1250000; 2 Attack Point(s); Green; 60; Levitate; 70; 134 - 181; 258 - 352; 134 - 181; 258 - 352; 134 - 181; 74; 1.0; 2.0; 0.5; 0.5; 0.5; 2.0; 1.0; 2.0; 0.5; 2.0; 1.0; 2.0; 1.0; 1.0; 1.0; 1.0; 1.0; It attracts prey with its sweet- smelling saliva, then chomps down. It takes a whole day to eat prey.; Hanging from branches using its tentacles, it looks like a plant. It awaits prey, mouth wide open.; It binds itself to trees in marshes. It attracts prey with its sweet- smelling drool and gulps them down.; It walks around on its tentacles in search of a tree branch where it can dangle down and ambush prey.; It walks around on its tentacles in search of a tree branch where it can dangle down and ambush prey.; 
Finneon; 456; Water; None; Water 2; Water 2; 0.4; 7.0; 50.0; Wing Fish Pokémon; 190; 5120; 600000; 1 Speed Point(s); Blue; 0; Swift Swim; 70; 109 - 156; 208 - 302; 109 - 156; 208 - 302; 109 - 156; 49; 1.0; 0.5; 0.5; 2.0; 2.0; 0.5; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 0.5; After long exposure to sunlight, the patterns on its tail fins shine vividly when darkness arrives.; The way its two tail fins flutter while it swims has earned it the nickname BEAUTIFLY of the Sea.; The line running down its side can store sunlight. It shines vividly at night.; Swimming and fluttering its two tail fins, it looks like a BEAUTIFLY. At night, the patterns on its tail fins softly shine.; Swimming and fluttering its two tail fins, it looks like a BEAUTIFLY. At night, the patterns on its tail fins softly shine.; 
Lumineon; 457; Water; None; Water 2; Water 2; 1.2; 24.0; 50.0; Neon Pokémon; 75; 5120; 600000; 2 Speed Point(s); Blue; 0; Swift Swim; 70; 129 - 176; 248 - 342; 129 - 176; 248 - 342; 129 - 176; 69; 1.0; 0.5; 0.5; 2.0; 2.0; 0.5; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 0.5; It lives on the deep-sea floor. It attracts prey by flashing the patterns on its four tail fins.; To avoid detection by predators, it crawls along the seafloor using the two fins on its chest.; It crawls along the seafloor using its long front fins like legs. It competes for food with LANTURN.; LUMINEON swimming in the darkness of the deep sea look like stars shining in the night sky.; LUMINEON swimming in the darkness of the deep sea look like stars shining in the night sky.; 
Mantyke; 458; Water; Flying; None; None; 1.0; 65.0; 50.0; Kite Pokémon; 25; 6400; 1250000; 1 Sp. Defense Point(s); Blue; 0; Swift Swim; 70; 105 - 152; 200 - 294; 105 - 152; 200 - 294; 105 - 152; 45; 1.0; 0.5; 0.5; 1.0; 4.0; 1.0; 0.5; 1.0; 0.0; 1.0; 1.0; 0.5; 2.0; 1.0; 1.0; 1.0; 0.5; A friendly Pokmon that captures the subtle flows of seawater using its two antennae.; Scientists discovered that the distinctive patterns on its back differ by region.; People organize tours to see this Pokmon frolic and skim the tops of waves with REMORAID.; When it swims close to the surface of the ocean, people aboard ships are able to observe the pattern on its back.; When it swims close to the surface of the ocean, people aboard ships are able to observe the pattern on its back.; 
Snover; 459; Grass; Ice; Monster; Plant; 1.0; 50.5; 50.0; Frosted Tree Pokémon; 120; 5120; 1250000; 1 Attack Point(s); White; 0; Snow Warning; 70; 120 - 167; 230 - 324; 120 - 167; 230 - 324; 120 - 167; 60; 1.0; 4.0; 0.5; 0.5; 0.5; 1.0; 2.0; 2.0; 0.5; 2.0; 1.0; 2.0; 2.0; 1.0; 1.0; 1.0; 2.0; It lives on snowy mountains. Having had little contact with humans, it is boldly inquisitive.; In the spring, it grows berries with the texture of frozen treats around its belly.; Seemingly curious about people, they gather around footsteps they find on snowy mountains.; During cold seasons, it migrates to the mountains lower reaches. It returns to the snow-covered summit in the spring.; During cold seasons, it migrates to the mountains lower reaches. It returns to the snow-covered summit in the spring.; 
Abomasnow; 460; Grass; Ice; Monster; Plant; 2.7; 185.0; 50.0; Frosted Tree Pokémon; 60; 5120; 1250000; 1 Attack Point(s) 1 Sp. Attack Point(s); White; 0; Snow Warning; 70; 150 - 197; 290 - 384; 150 - 197; 290 - 384; 150 - 197; 90; 1.0; 4.0; 0.5; 0.5; 0.5; 1.0; 2.0; 2.0; 0.5; 2.0; 1.0; 2.0; 2.0; 1.0; 1.0; 1.0; 2.0; It whips up blizzards in mountains that are always buried in snow. It is the abominable snowman.; It blankets wide areas in snow by whipping up blizzards. It is also known as The Ice Monster.; They appear when the snow flowers bloom. When the petals fall, they retreat to places unknown again.; It lives a quiet life on mountains that are perpetually covered in snow. It hides itself by whipping up blizzards.; It lives a quiet life on mountains that are perpetually covered in snow. It hides itself by whipping up blizzards.; 
Weavile; 461; Dark; Ice; Ground; Ground; 1.1; 34.0; 50.0; Sharp Claw Pokémon; 45; 5120; 1059860; 1 Attack Point(s) 1 Speed Point(s); Black; 0; Pressure; 35; 130 - 177; 250 - 344; 130 - 177; 250 - 344; 130 - 177; 70; 1.0; 2.0; 1.0; 1.0; 1.0; 0.5; 4.0; 1.0; 1.0; 1.0; 0.0; 2.0; 2.0; 0.5; 1.0; 0.5; 2.0; They live in cold regions, forming groups of four or five that hunt prey with impressive coordination.; It sends signals to others by carving odd patterns in frost- covered trees and ice.; Evolution made it even more devious. It communicates by clawing signs in boulders.; It lives in snowy regions. It carves patterns in trees with its claws as a signal to others.; It lives in snowy regions. It carves patterns in trees with its claws as a signal to others.; 
Magnezone; 462; Electric; Steel; Mineral; Mineral; 1.2; 180.0; None; Magnet Area Pokémon; 30; 5120; 1000000; 3 Sp. Attack Point(s); Gray; 0; Magnet Pull; 70; 130 - 177; 250 - 344; 130 - 177; 250 - 344; 130 - 177; 70; 0.5; 2.0; 1.0; 0.5; 0.5; 0.5; 2.0; 0.0; 4.0; 0.25; 0.5; 0.5; 0.5; 0.5; 0.5; 0.5; 0.25; It evolved from exposure to a special magnetic field. Three units generate magnetism.; It evolved from exposure to a special magnetic field. Three units generate magnetism.; A group tried to use scientific means to make MAGNEZONE evolve, but their efforts ended in failure.; Exposure to a special magnetic field changed MAGNETONs molecular structure, turning it into MAGNEZONE.; Exposure to a special magnetic field changed MAGNETONs molecular structure, turning it into MAGNEZONE.; 
Lickilicky; 463; Normal; None; Monster; Monster; 1.7; 140.0; 50.0; Licking Pokémon; 30; 5120; 1000000; 3 HP Point(s); Pink; 0; Own Tempo; 70; 170 - 217; 330 - 424; 170 - 217; 330 - 424; 170 - 217; 110; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 2.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 0.0; 1.0; 1.0; 1.0; It wraps things with its extensible tongue. Getting too close to it will leave you soaked with drool.; It wraps things with its extensible tongue. Getting too close to it will leave you soaked with drool.; The long tongue is always soggy with slobber. The saliva contains a solvent that causes numbness.; Its saliva can decompose anything. It wraps its long tongue around things to coat them with its sticky saliva.; It has space in its throat to store saliva. It can also roll up its tongue and store it in the same spot.; 
Rhyperior; 464; Ground; Rock; Monster; Ground; 2.4; 282.8; 50.0; Drill Pokémon; 30; 5120; 1250000; 3 Attack Point(s); Gray; 0; Lightningrod; 70; 175 - 222; 340 - 434; 175 - 222; 340 - 434; 175 - 222; 115; 0.5; 0.5; 4.0; 4.0; 0.0; 2.0; 2.0; 0.25; 2.0; 0.5; 1.0; 1.0; 0.5; 1.0; 1.0; 1.0; 2.0; It puts rocks in holes in its palms and uses its muscles to shoot them. GEODUDE are shot at rare times.; It puts rocks in holes in its palms and uses its muscles to shoot them. GEODUDE are shot at rare times.; It can launch a rock held in its hand like a missile by tightening then expanding muscles instantly.; From holes in its palms, it fires out GEODUDE. Its carapace can withstand volcanic eruptions.; From holes in its palms, it fires out GEODUDE. Its carapace can withstand volcanic eruptions.; 
Tangrowth; 465; Grass; None; Plant; Plant; 2.0; 128.6; 50.0; Vine Pokémon; 30; 5120; 1000000; 2 Defense Point(s); Blue; 0; Chlorophyll; 70; 160 - 207; 310 - 404; 160 - 207; 310 - 404; 160 - 207; 100; 1.0; 2.0; 0.5; 0.5; 0.5; 2.0; 1.0; 2.0; 0.5; 2.0; 1.0; 2.0; 1.0; 1.0; 1.0; 1.0; 1.0; It ensnares prey by extending arms made of vines. Losing arms to predators does not trouble it.; It ensnares prey by extending arms made of vines. Losing arms to predators does not trouble it.; Its arms are made of plants that bind themselves to things. They grow back right away if cut.; When it remains still, it appears to be a large shrub. Unsuspecting prey that wander near get ensnared by its vines.; Its vines grow so profusely that, in the warm season, you cant even see its eyes.; 
Electivire; 466; Electric; None; HumanShape; HumanShape; 1.8; 138.6; 75.0; Thunderbolt Pokémon; 30; 6400; 1000000; 3 Attack Point(s); Yellow; 0; Motor Drive; 70; 135 - 182; 260 - 354; 135 - 182; 260 - 354; 135 - 182; 75; 1.0; 1.0; 1.0; 1.0; 0.5; 1.0; 1.0; 1.0; 2.0; 0.5; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 0.5; It pushes the tips of its two tails against the foe, then lets loose with over 20,000 volts of power.; It pushes the tips of its two tails against the foe, then lets loose with over 20,000 volts of power.; Heedless of enemy attacks, it closes in, shoves its tails onto the foe, then looses high voltage.; As its electric charge amplifies, blue sparks begin to crackle between its horns.; As its electric charge amplifies, blue sparks begin to crackle between its horns.; 
Magmortar; 467; Fire; None; HumanShape; HumanShape; 1.6; 68.0; 75.0; Blast Pokémon; 30; 6400; 1000000; 3 Sp. Attack Point(s); Red; 0; Flame Body; 70; 135 - 182; 260 - 354; 135 - 182; 260 - 354; 135 - 182; 75; 1.0; 0.5; 2.0; 0.5; 1.0; 0.5; 1.0; 1.0; 2.0; 1.0; 1.0; 0.5; 2.0; 1.0; 1.0; 1.0; 0.5; It blasts fireballs of over 3,600 degrees F from the ends of its arms. It lives in volcanic craters.; It blasts fireballs of over 3,600 degrees F from the ends of its arms. It lives in volcanic craters.; When launching 3,600 degrees F fireballs, its body takes on a whitish hue from the intense heat.; It blasts fireballs of over 3,600 degrees Fahrenheit out of its arms. Its breath also sears and sizzles.; It blasts fireballs of over 3,600 degrees Fahrenheit out of its arms. Its breath also sears and sizzles.; 
